timestamp,yy,xx,value,type
1594332000,-20,60,-181,soilhumidity
1594332000,-20,90,-239,soilhumidity
1594335600,-60,0,-122,soilhumidity
1594335600,-60,30,-97,soilhumidity
1594335600,-60,60,-40,soilhumidity
1594335600,-60,90,-31,soilhumidity
1594335600,-40,0,-24,soilhumidity
1594335600,-40,30,-188,soilhumidity
1594335600,-40,60,-149,soilhumidity
1594335600,-40,90,-164,soilhumidity
1594335600,-20,0,-13,soilhumidity
1594335600,-20,30,-64,soilhumidity
1594335600,-20,60,-181,soilhumidity
1594335600,-20,90,-239,soilhumidity
1594339200,-60,0,-117,soilhumidity
1594339200,-60,30,-95,soilhumidity
1594339200,-60,60,-40,soilhumidity
1594339200,-60,90,-30,soilhumidity
1594339200,-40,0,-24,soilhumidity
1594339200,-40,30,-186,soilhumidity
1594339200,-40,60,-148,soilhumidity
1594339200,-40,90,-163,soilhumidity
1594339200,-20,0,-13,soilhumidity
1594339200,-20,30,-58,soilhumidity
1594339200,-20,60,-179,soilhumidity
1594339200,-20,90,-243,soilhumidity
1594342800,-60,0,-114,soilhumidity
1594342800,-60,30,-94,soilhumidity
1594342800,-60,60,-40,soilhumidity
1594342800,-60,90,-30,soilhumidity
1594342800,-40,0,-24,soilhumidity
1594342800,-40,30,-185,soilhumidity
1594342800,-40,60,-146,soilhumidity
1594342800,-40,90,-163,soilhumidity
1594342800,-20,0,-13,soilhumidity
1594342800,-20,30,-56,soilhumidity
1594342800,-20,60,-179,soilhumidity
1594342800,-20,90,-247,soilhumidity
1594346400,-60,0,-112,soilhumidity
1594346400,-60,30,-94,soilhumidity
1594346400,-60,60,-40,soilhumidity
1594346400,-60,90,-30,soilhumidity
1594346400,-40,0,-24,soilhumidity
1594346400,-40,30,-184,soilhumidity
1594346400,-40,60,-146,soilhumidity
1594346400,-40,90,-163,soilhumidity
1594346400,-20,0,-13,soilhumidity
1594346400,-20,30,-55,soilhumidity
1594346400,-20,60,-179,soilhumidity
1594346400,-20,90,-250,soilhumidity
1594350000,-60,0,-114,soilhumidity
1594350000,-60,30,-94,soilhumidity
1594350000,-60,60,-39,soilhumidity
1594350000,-60,90,-30,soilhumidity
1594350000,-40,0,-24,soilhumidity
1594350000,-40,30,-185,soilhumidity
1594350000,-40,60,-146,soilhumidity
1594350000,-40,90,-163,soilhumidity
1594350000,-20,0,-13,soilhumidity
1594350000,-20,30,-56,soilhumidity
1594350000,-20,60,-179,soilhumidity
1594350000,-20,90,-247,soilhumidity
1594353600,-60,0,-111,soilhumidity
1594353600,-60,30,-93,soilhumidity
1594353600,-60,60,-39,soilhumidity
1594353600,-60,90,-29,soilhumidity
1594353600,-40,0,-24,soilhumidity
1594353600,-40,30,-185,soilhumidity
1594353600,-40,60,-146,soilhumidity
1594353600,-40,90,-163,soilhumidity
1594353600,-20,0,-13,soilhumidity
1594353600,-20,30,-55,soilhumidity
1594353600,-20,60,-179,soilhumidity
1594353600,-20,90,-251,soilhumidity
1594357200,-60,0,-112,soilhumidity
1594357200,-60,30,-93,soilhumidity
1594357200,-60,60,-39,soilhumidity
1594357200,-60,90,-30,soilhumidity
1594357200,-40,0,-24,soilhumidity
1594357200,-40,30,-183,soilhumidity
1594357200,-40,60,-144,soilhumidity
1594357200,-40,90,-162,soilhumidity
1594357200,-20,0,-13,soilhumidity
1594357200,-20,30,-55,soilhumidity
1594357200,-20,60,-179,soilhumidity
1594357200,-20,90,-251,soilhumidity
1594360800,-60,0,-109,soilhumidity
1594360800,-60,30,-92,soilhumidity
1594360800,-60,60,-39,soilhumidity
1594360800,-60,90,-30,soilhumidity
1594360800,-40,0,-23,soilhumidity
1594360800,-40,30,-182,soilhumidity
1594360800,-40,60,-143,soilhumidity
1594360800,-40,90,-162,soilhumidity
1594360800,-20,0,-13,soilhumidity
1594360800,-20,30,-54,soilhumidity
1594360800,-20,60,-180,soilhumidity
1594360800,-20,90,-254,soilhumidity
1594364400,-60,0,-107,soilhumidity
1594364400,-60,30,-91,soilhumidity
1594364400,-60,60,-39,soilhumidity
1594364400,-60,90,-29,soilhumidity
1594364400,-40,0,-20,soilhumidity
1594364400,-40,30,-182,soilhumidity
1594364400,-40,60,-143,soilhumidity
1594364400,-40,90,-162,soilhumidity
1594364400,-20,0,-13,soilhumidity
1594364400,-20,30,-53,soilhumidity
1594364400,-20,60,-181,soilhumidity
1594364400,-20,90,-259,soilhumidity
1594368000,-60,0,-107,soilhumidity
1594368000,-60,30,-91,soilhumidity
1594368000,-60,60,-39,soilhumidity
1594368000,-60,90,-29,soilhumidity
1594368000,-40,0,-18,soilhumidity
1594368000,-40,30,-181,soilhumidity
1594368000,-40,60,-142,soilhumidity
1594368000,-40,90,-162,soilhumidity
1594368000,-20,0,-13,soilhumidity
1594368000,-20,30,-52,soilhumidity
1594368000,-20,60,-180,soilhumidity
1594368000,-20,90,-258,soilhumidity
1594371600,-60,0,-104,soilhumidity
1594371600,-60,30,-91,soilhumidity
1594371600,-60,60,-39,soilhumidity
1594371600,-60,90,-30,soilhumidity
1594371600,-40,0,-16,soilhumidity
1594371600,-40,30,-180,soilhumidity
1594371600,-40,60,-142,soilhumidity
1594371600,-40,90,-161,soilhumidity
1594371600,-20,0,-13,soilhumidity
1594371600,-20,30,-48,soilhumidity
1594371600,-20,60,-182,soilhumidity
1594371600,-20,90,-262,soilhumidity
1594375200,-60,0,-98,soilhumidity
1594375200,-60,30,-90,soilhumidity
1594375200,-60,60,-38,soilhumidity
1594375200,-60,90,-30,soilhumidity
1594375200,-40,0,-19,soilhumidity
1594375200,-40,30,-180,soilhumidity
1594375200,-40,60,-142,soilhumidity
1594375200,-40,90,-161,soilhumidity
1594375200,-20,0,-15,soilhumidity
1594375200,-20,30,-41,soilhumidity
1594375200,-20,60,-183,soilhumidity
1594375200,-20,90,-265,soilhumidity
1594378800,-60,0,-99,soilhumidity
1594378800,-60,30,-91,soilhumidity
1594378800,-60,60,-38,soilhumidity
1594378800,-60,90,-30,soilhumidity
1594378800,-40,0,-12,soilhumidity
1594378800,-40,30,-180,soilhumidity
1594378800,-40,60,-142,soilhumidity
1594378800,-40,90,-161,soilhumidity
1594378800,-20,0,-15,soilhumidity
1594378800,-20,30,-46,soilhumidity
1594378800,-20,60,-183,soilhumidity
1594378800,-20,90,-264,soilhumidity
1594382400,-60,0,-93,soilhumidity
1594382400,-60,30,-90,soilhumidity
1594382400,-60,60,-38,soilhumidity
1594382400,-60,90,-30,soilhumidity
1594382400,-40,0,-12,soilhumidity
1594382400,-40,30,-181,soilhumidity
1594382400,-40,60,-144,soilhumidity
1594382400,-40,90,-161,soilhumidity
1594382400,-20,0,-17,soilhumidity
1594382400,-20,30,-40,soilhumidity
1594382400,-20,60,-185,soilhumidity
1594382400,-20,90,-265,soilhumidity
1594386000,-60,0,-85,soilhumidity
1594386000,-60,30,-91,soilhumidity
1594386000,-60,60,-39,soilhumidity
1594386000,-60,90,-31,soilhumidity
1594386000,-40,0,-12,soilhumidity
1594386000,-40,30,-181,soilhumidity
1594386000,-40,60,-143,soilhumidity
1594386000,-40,90,-161,soilhumidity
1594386000,-20,0,-18,soilhumidity
1594386000,-20,30,-34,soilhumidity
1594386000,-20,60,-185,soilhumidity
1594386000,-20,90,-263,soilhumidity
1594389600,-60,0,-87,soilhumidity
1594389600,-60,30,-91,soilhumidity
1594389600,-60,60,-38,soilhumidity
1594389600,-60,90,-30,soilhumidity
1594389600,-40,0,-12,soilhumidity
1594389600,-40,30,-182,soilhumidity
1594389600,-40,60,-145,soilhumidity
1594389600,-40,90,-162,soilhumidity
1594389600,-20,0,-17,soilhumidity
1594389600,-20,30,-33,soilhumidity
1594389600,-20,60,-184,soilhumidity
1594389600,-20,90,-264,soilhumidity
1594393200,-60,0,-77,soilhumidity
1594393200,-60,30,-91,soilhumidity
1594393200,-60,60,-39,soilhumidity
1594393200,-60,90,-31,soilhumidity
1594393200,-40,0,-12,soilhumidity
1594393200,-40,30,-183,soilhumidity
1594393200,-40,60,-148,soilhumidity
1594393200,-40,90,-163,soilhumidity
1594393200,-20,0,-24,soilhumidity
1594393200,-20,30,-31,soilhumidity
1594393200,-20,60,-185,soilhumidity
1594393200,-20,90,-260,soilhumidity
1594396800,-60,0,-71,soilhumidity
1594396800,-60,30,-92,soilhumidity
1594396800,-60,60,-39,soilhumidity
1594396800,-60,90,-32,soilhumidity
1594396800,-40,0,-12,soilhumidity
1594396800,-40,30,-184,soilhumidity
1594396800,-40,60,-149,soilhumidity
1594396800,-40,90,-163,soilhumidity
1594396800,-20,0,-21,soilhumidity
1594396800,-20,30,-31,soilhumidity
1594396800,-20,60,-184,soilhumidity
1594396800,-20,90,-256,soilhumidity
1594400400,-60,0,-72,soilhumidity
1594400400,-60,30,-92,soilhumidity
1594400400,-60,60,-39,soilhumidity
1594400400,-60,90,-31,soilhumidity
1594400400,-40,0,-12,soilhumidity
1594400400,-40,30,-184,soilhumidity
1594400400,-40,60,-150,soilhumidity
1594400400,-40,90,-165,soilhumidity
1594400400,-20,0,-19,soilhumidity
1594400400,-20,30,-31,soilhumidity
1594400400,-20,60,-184,soilhumidity
1594400400,-20,90,-257,soilhumidity
1594404000,-60,0,-67,soilhumidity
1594404000,-60,30,-92,soilhumidity
1594404000,-60,60,-40,soilhumidity
1594404000,-60,90,-31,soilhumidity
1594404000,-40,0,-12,soilhumidity
1594404000,-40,30,-184,soilhumidity
1594404000,-40,60,-151,soilhumidity
1594404000,-40,90,-165,soilhumidity
1594404000,-20,0,-19,soilhumidity
1594404000,-20,30,-31,soilhumidity
1594404000,-20,60,-182,soilhumidity
1594404000,-20,90,-253,soilhumidity
1594407600,-60,0,-63,soilhumidity
1594407600,-60,30,-92,soilhumidity
1594407600,-60,60,-40,soilhumidity
1594407600,-60,90,-32,soilhumidity
1594407600,-40,0,-12,soilhumidity
1594407600,-40,30,-184,soilhumidity
1594407600,-40,60,-150,soilhumidity
1594407600,-40,90,-165,soilhumidity
1594407600,-20,0,-21,soilhumidity
1594407600,-20,30,-33,soilhumidity
1594407600,-20,60,-181,soilhumidity
1594407600,-20,90,-250,soilhumidity
1594411200,-60,0,-63,soilhumidity
1594411200,-60,30,-92,soilhumidity
1594411200,-60,60,-40,soilhumidity
1594411200,-60,90,-32,soilhumidity
1594411200,-40,0,-12,soilhumidity
1594411200,-40,30,-183,soilhumidity
1594411200,-40,60,-150,soilhumidity
1594411200,-40,90,-166,soilhumidity
1594411200,-20,0,-20,soilhumidity
1594411200,-20,30,-32,soilhumidity
1594411200,-20,60,-181,soilhumidity
1594411200,-20,90,-251,soilhumidity
1594414800,-60,0,-57,soilhumidity
1594414800,-60,30,-90,soilhumidity
1594414800,-60,60,-40,soilhumidity
1594414800,-60,90,-32,soilhumidity
1594414800,-40,0,-12,soilhumidity
1594414800,-40,30,-179,soilhumidity
1594414800,-40,60,-147,soilhumidity
1594414800,-40,90,-167,soilhumidity
1594414800,-20,0,-18,soilhumidity
1594414800,-20,30,-34,soilhumidity
1594414800,-20,60,-179,soilhumidity
1594414800,-20,90,-249,soilhumidity
1594418400,-60,0,-56,soilhumidity
1594418400,-60,30,-89,soilhumidity
1594418400,-60,60,-40,soilhumidity
1594418400,-60,90,-31,soilhumidity
1594418400,-40,0,-12,soilhumidity
1594418400,-40,30,-176,soilhumidity
1594418400,-40,60,-145,soilhumidity
1594418400,-40,90,-167,soilhumidity
1594418400,-20,0,-18,soilhumidity
1594418400,-20,30,-35,soilhumidity
1594418400,-20,60,-178,soilhumidity
1594418400,-20,90,-251,soilhumidity
1594422000,-60,0,-54,soilhumidity
1594422000,-60,30,-89,soilhumidity
1594422000,-60,60,-40,soilhumidity
1594422000,-60,90,-31,soilhumidity
1594422000,-40,0,-12,soilhumidity
1594422000,-40,30,-176,soilhumidity
1594422000,-40,60,-144,soilhumidity
1594422000,-40,90,-167,soilhumidity
1594422000,-20,0,-18,soilhumidity
1594422000,-20,30,-35,soilhumidity
1594422000,-20,60,-177,soilhumidity
1594422000,-20,90,-252,soilhumidity
1594425600,-60,0,-54,soilhumidity
1594425600,-60,30,-88,soilhumidity
1594425600,-60,60,-40,soilhumidity
1594425600,-60,90,-31,soilhumidity
1594425600,-40,0,-12,soilhumidity
1594425600,-40,30,-174,soilhumidity
1594425600,-40,60,-143,soilhumidity
1594425600,-40,90,-167,soilhumidity
1594425600,-20,0,-18,soilhumidity
1594425600,-20,30,-36,soilhumidity
1594425600,-20,60,-177,soilhumidity
1594425600,-20,90,-254,soilhumidity
1594429200,-60,0,-53,soilhumidity
1594429200,-60,30,-88,soilhumidity
1594429200,-60,60,-39,soilhumidity
1594429200,-60,90,-31,soilhumidity
1594429200,-40,0,-12,soilhumidity
1594429200,-40,30,-172,soilhumidity
1594429200,-40,60,-142,soilhumidity
1594429200,-40,90,-167,soilhumidity
1594429200,-20,0,-18,soilhumidity
1594429200,-20,30,-36,soilhumidity
1594429200,-20,60,-178,soilhumidity
1594429200,-20,90,-257,soilhumidity
1594432800,-60,0,-52,soilhumidity
1594432800,-60,30,-87,soilhumidity
1594432800,-60,60,-39,soilhumidity
1594432800,-60,90,-31,soilhumidity
1594432800,-40,0,-12,soilhumidity
1594432800,-40,30,-172,soilhumidity
1594432800,-40,60,-141,soilhumidity
1594432800,-40,90,-167,soilhumidity
1594432800,-20,0,-18,soilhumidity
1594432800,-20,30,-36,soilhumidity
1594432800,-20,60,-179,soilhumidity
1594432800,-20,90,-259,soilhumidity
1594436400,-60,0,-51,soilhumidity
1594436400,-60,30,-87,soilhumidity
1594436400,-60,60,-39,soilhumidity
1594436400,-60,90,-31,soilhumidity
1594436400,-40,0,-12,soilhumidity
1594436400,-40,30,-170,soilhumidity
1594436400,-40,60,-140,soilhumidity
1594436400,-40,90,-166,soilhumidity
1594436400,-20,0,-18,soilhumidity
1594436400,-20,30,-36,soilhumidity
1594436400,-20,60,-179,soilhumidity
1594436400,-20,90,-260,soilhumidity
1594440000,-60,0,-50,soilhumidity
1594440000,-60,30,-86,soilhumidity
1594440000,-60,60,-39,soilhumidity
1594440000,-60,90,-31,soilhumidity
1594440000,-40,0,-13,soilhumidity
1594440000,-40,30,-169,soilhumidity
1594440000,-40,60,-140,soilhumidity
1594440000,-40,90,-166,soilhumidity
1594440000,-20,0,-18,soilhumidity
1594440000,-20,30,-36,soilhumidity
1594440000,-20,60,-180,soilhumidity
1594440000,-20,90,-263,soilhumidity
1594443600,-60,0,-50,soilhumidity
1594443600,-60,30,-85,soilhumidity
1594443600,-60,60,-38,soilhumidity
1594443600,-60,90,-31,soilhumidity
1594443600,-40,0,-13,soilhumidity
1594443600,-40,30,-167,soilhumidity
1594443600,-40,60,-139,soilhumidity
1594443600,-40,90,-165,soilhumidity
1594443600,-20,0,-18,soilhumidity
1594443600,-20,30,-36,soilhumidity
1594443600,-20,60,-181,soilhumidity
1594443600,-20,90,-266,soilhumidity
1594447200,-60,0,-49,soilhumidity
1594447200,-60,30,-85,soilhumidity
1594447200,-60,60,-38,soilhumidity
1594447200,-60,90,-31,soilhumidity
1594447200,-40,0,-13,soilhumidity
1594447200,-40,30,-167,soilhumidity
1594447200,-40,60,-138,soilhumidity
1594447200,-40,90,-165,soilhumidity
1594447200,-20,0,-18,soilhumidity
1594447200,-20,30,-37,soilhumidity
1594447200,-20,60,-181,soilhumidity
1594447200,-20,90,-268,soilhumidity
1594450800,-60,0,-48,soilhumidity
1594450800,-60,30,-85,soilhumidity
1594450800,-60,60,-38,soilhumidity
1594450800,-60,90,-31,soilhumidity
1594450800,-40,0,-13,soilhumidity
1594450800,-40,30,-167,soilhumidity
1594450800,-40,60,-138,soilhumidity
1594450800,-40,90,-165,soilhumidity
1594450800,-20,0,-18,soilhumidity
1594450800,-20,30,-37,soilhumidity
1594450800,-20,60,-181,soilhumidity
1594450800,-20,90,-271,soilhumidity
1594454400,-60,0,-48,soilhumidity
1594454400,-60,30,-85,soilhumidity
1594454400,-60,60,-38,soilhumidity
1594454400,-60,90,-31,soilhumidity
1594454400,-40,0,-13,soilhumidity
1594454400,-40,30,-167,soilhumidity
1594454400,-40,60,-138,soilhumidity
1594454400,-40,90,-165,soilhumidity
1594454400,-20,0,-18,soilhumidity
1594454400,-20,30,-38,soilhumidity
1594454400,-20,60,-183,soilhumidity
1594454400,-20,90,-277,soilhumidity
1594458000,-60,0,-48,soilhumidity
1594458000,-60,30,-85,soilhumidity
1594458000,-60,60,-38,soilhumidity
1594458000,-60,90,-31,soilhumidity
1594458000,-40,0,-21,soilhumidity
1594458000,-40,30,-167,soilhumidity
1594458000,-40,60,-141,soilhumidity
1594458000,-40,90,-165,soilhumidity
1594458000,-20,0,-19,soilhumidity
1594458000,-20,30,-38,soilhumidity
1594458000,-20,60,-184,soilhumidity
1594458000,-20,90,-277,soilhumidity
1594461600,-60,0,-47,soilhumidity
1594461600,-60,30,-86,soilhumidity
1594461600,-60,60,-38,soilhumidity
1594461600,-60,90,-31,soilhumidity
1594461600,-40,0,-31,soilhumidity
1594461600,-40,30,-169,soilhumidity
1594461600,-40,60,-144,soilhumidity
1594461600,-40,90,-165,soilhumidity
1594461600,-20,0,-20,soilhumidity
1594461600,-20,30,-40,soilhumidity
1594461600,-20,60,-186,soilhumidity
1594461600,-20,90,-278,soilhumidity
1594465200,-60,0,-48,soilhumidity
1594465200,-60,30,-87,soilhumidity
1594465200,-60,60,-39,soilhumidity
1594465200,-60,90,-32,soilhumidity
1594465200,-40,0,-26,soilhumidity
1594465200,-40,30,-170,soilhumidity
1594465200,-40,60,-148,soilhumidity
1594465200,-40,90,-165,soilhumidity
1594465200,-20,0,-22,soilhumidity
1594465200,-20,30,-43,soilhumidity
1594465200,-20,60,-186,soilhumidity
1594465200,-20,90,-277,soilhumidity
1594468800,-60,0,-48,soilhumidity
1594468800,-60,30,-89,soilhumidity
1594468800,-60,60,-39,soilhumidity
1594468800,-60,90,-32,soilhumidity
1594468800,-40,0,-17,soilhumidity
1594468800,-40,30,-174,soilhumidity
1594468800,-40,60,-153,soilhumidity
1594468800,-40,90,-166,soilhumidity
1594468800,-20,0,-24,soilhumidity
1594468800,-20,30,-44,soilhumidity
1594468800,-20,60,-187,soilhumidity
1594468800,-20,90,-276,soilhumidity
1594472400,-60,0,-49,soilhumidity
1594472400,-60,30,-91,soilhumidity
1594472400,-60,60,-40,soilhumidity
1594472400,-60,90,-33,soilhumidity
1594472400,-40,0,-18,soilhumidity
1594472400,-40,30,-177,soilhumidity
1594472400,-40,60,-158,soilhumidity
1594472400,-40,90,-168,soilhumidity
1594472400,-20,0,-28,soilhumidity
1594472400,-20,30,-48,soilhumidity
1594472400,-20,60,-187,soilhumidity
1594472400,-20,90,-273,soilhumidity
1594476000,-60,0,-50,soilhumidity
1594476000,-60,30,-95,soilhumidity
1594476000,-60,60,-40,soilhumidity
1594476000,-60,90,-34,soilhumidity
1594476000,-40,0,-18,soilhumidity
1594476000,-40,30,-180,soilhumidity
1594476000,-40,60,-161,soilhumidity
1594476000,-40,90,-168,soilhumidity
1594476000,-20,0,-36,soilhumidity
1594476000,-20,30,-52,soilhumidity
1594476000,-20,60,-188,soilhumidity
1594476000,-20,90,-269,soilhumidity
1594479600,-60,0,-51,soilhumidity
1594479600,-60,30,-96,soilhumidity
1594479600,-60,60,-41,soilhumidity
1594479600,-60,90,-34,soilhumidity
1594479600,-40,0,-18,soilhumidity
1594479600,-40,30,-184,soilhumidity
1594479600,-40,60,-165,soilhumidity
1594479600,-40,90,-169,soilhumidity
1594479600,-20,0,-44,soilhumidity
1594479600,-20,30,-54,soilhumidity
1594479600,-20,60,-188,soilhumidity
1594479600,-20,90,-268,soilhumidity
1594483200,-60,0,-53,soilhumidity
1594483200,-60,30,-98,soilhumidity
1594483200,-60,60,-41,soilhumidity
1594483200,-60,90,-34,soilhumidity
1594483200,-40,0,-19,soilhumidity
1594483200,-40,30,-186,soilhumidity
1594483200,-40,60,-167,soilhumidity
1594483200,-40,90,-169,soilhumidity
1594483200,-20,0,-61,soilhumidity
1594483200,-20,30,-59,soilhumidity
1594483200,-20,60,-189,soilhumidity
1594483200,-20,90,-266,soilhumidity
1594486800,-60,0,-54,soilhumidity
1594486800,-60,30,-99,soilhumidity
1594486800,-60,60,-42,soilhumidity
1594486800,-60,90,-34,soilhumidity
1594486800,-40,0,-20,soilhumidity
1594486800,-40,30,-187,soilhumidity
1594486800,-40,60,-166,soilhumidity
1594486800,-40,90,-169,soilhumidity
1594486800,-20,0,-85,soilhumidity
1594486800,-20,30,-64,soilhumidity
1594486800,-20,60,-190,soilhumidity
1594486800,-20,90,-264,soilhumidity
1594490400,-60,0,-55,soilhumidity
1594490400,-60,30,-98,soilhumidity
1594490400,-60,60,-42,soilhumidity
1594490400,-60,90,-34,soilhumidity
1594490400,-40,0,-21,soilhumidity
1594490400,-40,30,-186,soilhumidity
1594490400,-40,60,-164,soilhumidity
1594490400,-40,90,-170,soilhumidity
1594490400,-20,0,-104,soilhumidity
1594490400,-20,30,-66,soilhumidity
1594490400,-20,60,-190,soilhumidity
1594490400,-20,90,-264,soilhumidity
1594494000,-60,0,-57,soilhumidity
1594494000,-60,30,-97,soilhumidity
1594494000,-60,60,-42,soilhumidity
1594494000,-60,90,-34,soilhumidity
1594494000,-40,0,-22,soilhumidity
1594494000,-40,30,-184,soilhumidity
1594494000,-40,60,-162,soilhumidity
1594494000,-40,90,-169,soilhumidity
1594494000,-20,0,-127,soilhumidity
1594494000,-20,30,-69,soilhumidity
1594494000,-20,60,-189,soilhumidity
1594494000,-20,90,-264,soilhumidity
1594497600,-60,0,-58,soilhumidity
1594497600,-60,30,-96,soilhumidity
1594497600,-60,60,-42,soilhumidity
1594497600,-60,90,-34,soilhumidity
1594497600,-40,0,-23,soilhumidity
1594497600,-40,30,-183,soilhumidity
1594497600,-40,60,-160,soilhumidity
1594497600,-40,90,-169,soilhumidity
1594497600,-20,0,-143,soilhumidity
1594497600,-20,30,-70,soilhumidity
1594497600,-20,60,-188,soilhumidity
1594497600,-20,90,-265,soilhumidity
1594501200,-60,0,-58,soilhumidity
1594501200,-60,30,-95,soilhumidity
1594501200,-60,60,-41,soilhumidity
1594501200,-60,90,-34,soilhumidity
1594501200,-40,0,-24,soilhumidity
1594501200,-40,30,-181,soilhumidity
1594501200,-40,60,-157,soilhumidity
1594501200,-40,90,-169,soilhumidity
1594501200,-20,0,-148,soilhumidity
1594501200,-20,30,-72,soilhumidity
1594501200,-20,60,-188,soilhumidity
1594501200,-20,90,-266,soilhumidity
1594504800,-60,0,-59,soilhumidity
1594504800,-60,30,-94,soilhumidity
1594504800,-60,60,-41,soilhumidity
1594504800,-60,90,-34,soilhumidity
1594504800,-40,0,-26,soilhumidity
1594504800,-40,30,-179,soilhumidity
1594504800,-40,60,-156,soilhumidity
1594504800,-40,90,-169,soilhumidity
1594504800,-20,0,-149,soilhumidity
1594504800,-20,30,-73,soilhumidity
1594504800,-20,60,-188,soilhumidity
1594504800,-20,90,-268,soilhumidity
1594508400,-60,0,-59,soilhumidity
1594508400,-60,30,-93,soilhumidity
1594508400,-60,60,-41,soilhumidity
1594508400,-60,90,-33,soilhumidity
1594508400,-40,0,-27,soilhumidity
1594508400,-40,30,-178,soilhumidity
1594508400,-40,60,-155,soilhumidity
1594508400,-40,90,-169,soilhumidity
1594508400,-20,0,-146,soilhumidity
1594508400,-20,30,-74,soilhumidity
1594508400,-20,60,-188,soilhumidity
1594508400,-20,90,-271,soilhumidity
1594512000,-60,0,-58,soilhumidity
1594512000,-60,30,-92,soilhumidity
1594512000,-60,60,-41,soilhumidity
1594512000,-60,90,-33,soilhumidity
1594512000,-40,0,-29,soilhumidity
1594512000,-40,30,-177,soilhumidity
1594512000,-40,60,-153,soilhumidity
1594512000,-40,90,-169,soilhumidity
1594512000,-20,0,-144,soilhumidity
1594512000,-20,30,-74,soilhumidity
1594512000,-20,60,-189,soilhumidity
1594512000,-20,90,-273,soilhumidity
1594515600,-60,0,-58,soilhumidity
1594515600,-60,30,-91,soilhumidity
1594515600,-60,60,-41,soilhumidity
1594515600,-60,90,-33,soilhumidity
1594515600,-40,0,-31,soilhumidity
1594515600,-40,30,-176,soilhumidity
1594515600,-40,60,-152,soilhumidity
1594515600,-40,90,-170,soilhumidity
1594515600,-20,0,-141,soilhumidity
1594515600,-20,30,-75,soilhumidity
1594515600,-20,60,-189,soilhumidity
1594515600,-20,90,-276,soilhumidity
1594519200,-60,0,-58,soilhumidity
1594519200,-60,30,-90,soilhumidity
1594519200,-60,60,-40,soilhumidity
1594519200,-60,90,-32,soilhumidity
1594519200,-40,0,-32,soilhumidity
1594519200,-40,30,-175,soilhumidity
1594519200,-40,60,-151,soilhumidity
1594519200,-40,90,-169,soilhumidity
1594519200,-20,0,-138,soilhumidity
1594519200,-20,30,-76,soilhumidity
1594519200,-20,60,-191,soilhumidity
1594519200,-20,90,-280,soilhumidity
1594522800,-60,0,-58,soilhumidity
1594522800,-60,30,-90,soilhumidity
1594522800,-60,60,-40,soilhumidity
1594522800,-60,90,-32,soilhumidity
1594522800,-40,0,-35,soilhumidity
1594522800,-40,30,-173,soilhumidity
1594522800,-40,60,-150,soilhumidity
1594522800,-40,90,-169,soilhumidity
1594522800,-20,0,-136,soilhumidity
1594522800,-20,30,-76,soilhumidity
1594522800,-20,60,-191,soilhumidity
1594522800,-20,90,-282,soilhumidity
1594526400,-60,0,-58,soilhumidity
1594526400,-60,30,-89,soilhumidity
1594526400,-60,60,-40,soilhumidity
1594526400,-60,90,-32,soilhumidity
1594526400,-40,0,-37,soilhumidity
1594526400,-40,30,-174,soilhumidity
1594526400,-40,60,-149,soilhumidity
1594526400,-40,90,-169,soilhumidity
1594526400,-20,0,-134,soilhumidity
1594526400,-20,30,-77,soilhumidity
1594526400,-20,60,-191,soilhumidity
1594526400,-20,90,-285,soilhumidity
1594530000,-60,0,-58,soilhumidity
1594530000,-60,30,-89,soilhumidity
1594530000,-60,60,-40,soilhumidity
1594530000,-60,90,-32,soilhumidity
1594530000,-40,0,-38,soilhumidity
1594530000,-40,30,-172,soilhumidity
1594530000,-40,60,-148,soilhumidity
1594530000,-40,90,-169,soilhumidity
1594530000,-20,0,-132,soilhumidity
1594530000,-20,30,-77,soilhumidity
1594530000,-20,60,-192,soilhumidity
1594530000,-20,90,-288,soilhumidity
1594533600,-60,0,-58,soilhumidity
1594533600,-60,30,-88,soilhumidity
1594533600,-60,60,-40,soilhumidity
1594533600,-60,90,-32,soilhumidity
1594533600,-40,0,-40,soilhumidity
1594533600,-40,30,-172,soilhumidity
1594533600,-40,60,-148,soilhumidity
1594533600,-40,90,-170,soilhumidity
1594533600,-20,0,-131,soilhumidity
1594533600,-20,30,-77,soilhumidity
1594533600,-20,60,-193,soilhumidity
1594533600,-20,90,-291,soilhumidity
1594537200,-60,0,-58,soilhumidity
1594537200,-60,30,-87,soilhumidity
1594537200,-60,60,-40,soilhumidity
1594537200,-60,90,-32,soilhumidity
1594537200,-40,0,-42,soilhumidity
1594537200,-40,30,-171,soilhumidity
1594537200,-40,60,-147,soilhumidity
1594537200,-40,90,-169,soilhumidity
1594537200,-20,0,-130,soilhumidity
1594537200,-20,30,-78,soilhumidity
1594537200,-20,60,-193,soilhumidity
1594537200,-20,90,-292,soilhumidity
1594540800,-60,0,-58,soilhumidity
1594540800,-60,30,-87,soilhumidity
1594540800,-60,60,-40,soilhumidity
1594540800,-60,90,-32,soilhumidity
1594540800,-40,0,-44,soilhumidity
1594540800,-40,30,-171,soilhumidity
1594540800,-40,60,-147,soilhumidity
1594540800,-40,90,-169,soilhumidity
1594540800,-20,0,-130,soilhumidity
1594540800,-20,30,-79,soilhumidity
1594540800,-20,60,-195,soilhumidity
1594540800,-20,90,-296,soilhumidity
1594544400,-60,0,-58,soilhumidity
