timestamp,value,type
1606561200,99.4,airhumidity
1606564800,99.2,airhumidity
1606568400,99.1,airhumidity
1606572000,98.5,airhumidity
1606575600,98.25,airhumidity
1606579200,98.1,airhumidity
1606582800,97.9,airhumidity
1606586400,97.9,airhumidity
1606590000,97.8,airhumidity
1606593600,97.4,airhumidity
1606597200,96.9,airhumidity
1606600800,97,airhumidity
1606604400,97.95,airhumidity
1606608000,98.45,airhumidity
1606611600,98.65,airhumidity
1606615200,98.65,airhumidity
1606618800,98.4,airhumidity
1606622400,97.9,airhumidity
1606626000,97.7,airhumidity
1606629600,97.15,airhumidity
1606633200,97.15,airhumidity
1606636800,98.05,airhumidity
1606640400,98.4,airhumidity
1606644000,98.5,airhumidity
1606647600,98.65,airhumidity
1606651200,98.75,airhumidity
1606654800,98.9,airhumidity
1606658400,98.95,airhumidity
1606662000,98.95,airhumidity
1606665600,98.75,airhumidity
1606669200,98.45,airhumidity
1606672800,97.95,airhumidity
1606676400,96.75,airhumidity
1606680000,95,airhumidity
1606683600,93.75,airhumidity
1606687200,92.7,airhumidity
1606690800,92.45,airhumidity
1606694400,93.85,airhumidity
1606698000,94.45,airhumidity
1606701600,95.95,airhumidity
1606705200,96.6,airhumidity
1606708800,97.25,airhumidity
1606712400,97.4,airhumidity
1606716000,97.95,airhumidity
1606719600,97.9,airhumidity
1606723200,97.75,airhumidity
1606726800,95.95,airhumidity
1606730400,86.05,airhumidity
1606734000,80.35,airhumidity
1606737600,78.9,airhumidity
1606741200,76.9,airhumidity
1606744800,77.55,airhumidity
1606748400,78.85,airhumidity
1606752000,82.35,airhumidity
1606755600,87.85,airhumidity
1606759200,93.85,airhumidity
1606762800,95.9,airhumidity
1606766400,96.85,airhumidity
1606770000,96.8,airhumidity
1606773600,97.5,airhumidity
1606777200,97.65,airhumidity
1606780800,98.15,airhumidity
1606784400,98.5,airhumidity
1606788000,98.4,airhumidity
1606791600,98.4,airhumidity
1606795200,98.05,airhumidity
1606798800,98.7,airhumidity
1606802400,99.25,airhumidity
1606806000,98.8,airhumidity
1606809600,99.95,airhumidity
1606813200,99.65,airhumidity
1606816800,99.25,airhumidity
1606820400,98,airhumidity
1606824000,94.55,airhumidity
1606827600,89.6,airhumidity
1606831200,88.9,airhumidity
1606834800,89.85,airhumidity
1606838400,92.2,airhumidity
1606842000,93.2,airhumidity
1606845600,93.4,airhumidity
1606849200,92.9,airhumidity
1606852800,93.55,airhumidity
1606856400,95.35,airhumidity
1606860000,97.05,airhumidity
1606863600,97.85,airhumidity
1606867200,98.55,airhumidity
1606870800,99.05,airhumidity
1606874400,99.15,airhumidity
1606878000,99.25,airhumidity
1606881600,99.15,airhumidity
1606885200,99.2,airhumidity
1606888800,98.65,airhumidity
1606892400,97,airhumidity
1606896000,95.5,airhumidity
1606899600,95.5,airhumidity
1606903200,93.35,airhumidity
1606906800,91.95,airhumidity
1606910400,94.3,airhumidity
1606914000,94.85,airhumidity
1606917600,95.5,airhumidity
1606921200,95.9,airhumidity
1606924800,97.15,airhumidity
1606928400,97.5,airhumidity
1606932000,97.55,airhumidity
1606935600,97.6,airhumidity
1606939200,97.4,airhumidity
1606942800,97.4,airhumidity
1606946400,97.3,airhumidity
1606950000,97.3,airhumidity
1606953600,96.95,airhumidity
1606957200,97.9,airhumidity
1606960800,98.4,airhumidity
1606964400,98.6,airhumidity
1606968000,98.55,airhumidity
1606971600,98.55,airhumidity
1606975200,98.65,airhumidity
1606978800,98.55,airhumidity
1606982400,98.9,airhumidity
1606986000,99.05,airhumidity
1606989600,98.4,airhumidity
1606993200,92.8,airhumidity
1606996800,85.6,airhumidity
1607000400,84.8,airhumidity
1607004000,84.6,airhumidity
1607007600,83.6,airhumidity
1607011200,84.6,airhumidity
1607014800,92,airhumidity
1607018400,95.1,airhumidity
1607022000,96.25,airhumidity
1607025600,97.7,airhumidity
1607029200,98.05,airhumidity
1607032800,98.65,airhumidity
1607036400,98.7,airhumidity
1607040000,98.65,airhumidity
1607043600,98.55,airhumidity
1607047200,98.6,airhumidity
1607050800,98.6,airhumidity
1607054400,98.45,airhumidity
1607058000,97.3,airhumidity
1607061600,97.35,airhumidity
1607065200,97.7,airhumidity
1607068800,98.25,airhumidity
1607072400,99.15,airhumidity
1607076000,98.8,airhumidity
1607079600,98.4,airhumidity
1607083200,91.85,airhumidity
1607086800,82.8,airhumidity
1607090400,80.15,airhumidity
1607094000,74.15,airhumidity
1607097600,70.15,airhumidity
1607101200,74.2,airhumidity
1607104800,75.05,airhumidity
1607108400,76.9,airhumidity
1607112000,76.45,airhumidity
1607115600,73.65,airhumidity
1607119200,66.5,airhumidity
1607122800,65.4,airhumidity
1607126400,68.45,airhumidity
1607130000,77.05,airhumidity
1607133600,90.4,airhumidity
1607137200,94.9,airhumidity
1607140800,96.1,airhumidity
1607144400,97.05,airhumidity
1607148000,97.55,airhumidity
1607151600,97.7,airhumidity
1607155200,98.15,airhumidity
1607158800,98.35,airhumidity
1607162400,98.35,airhumidity
1607166000,98.3,airhumidity
1607169600,98.45,airhumidity
1607173200,98.65,airhumidity
1607176800,98.7,airhumidity
1607180400,98.85,airhumidity
1607184000,98.7,airhumidity
1607187600,98.65,airhumidity
1607191200,98.55,airhumidity
1607194800,98.55,airhumidity
1607198400,98.55,airhumidity
1607202000,98.55,airhumidity
1607205600,98.3,airhumidity
1607209200,98.35,airhumidity
1607212800,98.6,airhumidity
1607216400,98.95,airhumidity
1607220000,99.1,airhumidity
1607223600,97.7,airhumidity
1607227200,97.95,airhumidity
1607230800,97.85,airhumidity
1607234400,97.7,airhumidity
1607238000,98.1,airhumidity
1607241600,98.65,airhumidity
1607245200,98.65,airhumidity
1607248800,99.1,airhumidity
1607252400,99.6,airhumidity
1607256000,99.7,airhumidity
1607259600,99.3,airhumidity
1607263200,98.2,airhumidity
1607266800,97.4,airhumidity
1607270400,97.7,airhumidity
1607274000,98.3,airhumidity
1607277600,98.65,airhumidity
1607281200,98.95,airhumidity
1607284800,98.4,airhumidity
1607288400,98.85,airhumidity
1607292000,99.3,airhumidity
1607295600,99.05,airhumidity
1607299200,99.15,airhumidity
1607302800,99.95,airhumidity
1607306400,96.4,airhumidity
1607310000,91.8,airhumidity
1607313600,93.65,airhumidity
1607317200,96.05,airhumidity
1607320800,96.85,airhumidity
1607324400,96.85,airhumidity
1607328000,89.45,airhumidity
1607331600,91.7,airhumidity
1607335200,82.2,airhumidity
1588806000,0,precipitations
1588809600,0,precipitations
1588813200,0,precipitations
1588816800,0,precipitations
1588820400,0,precipitations
1588824000,0,precipitations
1588827600,0,precipitations
1588831200,0,precipitations
1588834800,0,precipitations
1588838400,0,precipitations
1588842000,0,precipitations
1588845600,0,precipitations
1588849200,0,precipitations
1588852800,0,precipitations
1588856400,0,precipitations
1588860000,0,precipitations
1588863600,0,precipitations
1588867200,0,precipitations
1588870800,0,precipitations
1588874400,0,precipitations
1588878000,0,precipitations
1588881600,0,precipitations
1588885200,0,precipitations
1588888800,0,precipitations
1588892400,0,precipitations
1588896000,0,precipitations
1588899600,0,precipitations
1588903200,0,precipitations
1588906800,0,precipitations
1588910400,0,precipitations
1588914000,0,precipitations
1588917600,0,precipitations
1588921200,0,precipitations
1588924800,0,precipitations
1588928400,0,precipitations
1588932000,0,precipitations
1588935600,0,precipitations
1588939200,0,precipitations
1588942800,0,precipitations
1588946400,0,precipitations
1588950000,0,precipitations
1588953600,0,precipitations
1588957200,0,precipitations
1588960800,0,precipitations
1588964400,0,precipitations
1588968000,0,precipitations
1588971600,0,precipitations
1588975200,0,precipitations
1588978800,0,precipitations
1588982400,0,precipitations
1588986000,0,precipitations
1588989600,0,precipitations
1588993200,0,precipitations
1588996800,0,precipitations
1589000400,0,precipitations
1589004000,0,precipitations
1589007600,0,precipitations
1589011200,0,precipitations
1589014800,0,precipitations
1589018400,0,precipitations
1589022000,0,precipitations
1589025600,0,precipitations
1589029200,0,precipitations
1589032800,0,precipitations
1589036400,0,precipitations
1589040000,0,precipitations
1589043600,0,precipitations
1589047200,0,precipitations
1589050800,0,precipitations
1589054400,0,precipitations
1589058000,0,precipitations
1589061600,0,precipitations
1589065200,0,precipitations
1589068800,0,precipitations
1589072400,0,precipitations
1589076000,0,precipitations
1589079600,0,precipitations
1589083200,0,precipitations
1589086800,0,precipitations
1589090400,0,precipitations
1589094000,0,precipitations
1589097600,0,precipitations
1589101200,0,precipitations
1589104800,0,precipitations
1589108400,0,precipitations
1589112000,0,precipitations
1589115600,0,precipitations
1589119200,0,precipitations
1589122800,0,precipitations
1589126400,0,precipitations
1589130000,0,precipitations
1589133600,0,precipitations
1589137200,0,precipitations
1589140800,0,precipitations
1589144400,0,precipitations
1589148000,0,precipitations
1589151600,0,precipitations
1589155200,0,precipitations
1589158800,0,precipitations
1589162400,0,precipitations
1589166000,0,precipitations
1589169600,0,precipitations
1589173200,0,precipitations
1589176800,0,precipitations
1589180400,0,precipitations
1589184000,0,precipitations
1589187600,0,precipitations
1589191200,0,precipitations
1589194800,0,precipitations
1589198400,0,precipitations
1589202000,0,precipitations
1589205600,0,precipitations
1589209200,0,precipitations
1589212800,0.4,precipitations
1589216400,0,precipitations
1589220000,0,precipitations
1589223600,0,precipitations
1589227200,0,precipitations
1589230800,0,precipitations
1589234400,0,precipitations
1589238000,0,precipitations
1589241600,0,precipitations
1589245200,0,precipitations
1589248800,0,precipitations
1589252400,0,precipitations
1589256000,0,precipitations
1589259600,0,precipitations
1589263200,0,precipitations
1589266800,0,precipitations
1589270400,0,precipitations
1589274000,0,precipitations
1589277600,0,precipitations
1589281200,0,precipitations
1589284800,0,precipitations
1589288400,0,precipitations
1589292000,0,precipitations
1589295600,0,precipitations
1589299200,0,precipitations
1589302800,0,precipitations
1589306400,0,precipitations
1589310000,0,precipitations
1589313600,0,precipitations
1589317200,0,precipitations
1589320800,0,precipitations
1589324400,0,precipitations
1589328000,0,precipitations
1589331600,0,precipitations
1589335200,0,precipitations
1589338800,0,precipitations
1589342400,0,precipitations
1589346000,0,precipitations
1589349600,0,precipitations
1589353200,0,precipitations
1589356800,0,precipitations
1589360400,0,precipitations
1589364000,0,precipitations
1589367600,0,precipitations
1589371200,0,precipitations
1589374800,0,precipitations
1589378400,0,precipitations
1589382000,0,precipitations
1589385600,0,precipitations
1589389200,0,precipitations
1589392800,0,precipitations
1589396400,0,precipitations
1589400000,0,precipitations
1589403600,0,precipitations
1589407200,0,precipitations
1589410800,0,precipitations
1589414400,0,precipitations
1589418000,0,precipitations
1589421600,0,precipitations
1589425200,0,precipitations
1589428800,0,precipitations
1589432400,0,precipitations
1589436000,0,precipitations
1589439600,0,precipitations
1589443200,0,precipitations
1589446800,0,precipitations
1589450400,0,precipitations
1589454000,0,precipitations
1589457600,0,precipitations
1589461200,0,precipitations
1589464800,0,precipitations
1589468400,0,precipitations
1589472000,0,precipitations
1589475600,0,precipitations
1589479200,0,precipitations
1589482800,0,precipitations
1589486400,0,precipitations
1589490000,0,precipitations
1589493600,0,precipitations
1589497200,0,precipitations
1589500800,0,precipitations
1589504400,0,precipitations
1589508000,0,precipitations
1589511600,0,precipitations
1589515200,0,precipitations
1589518800,0,precipitations
1589522400,0,precipitations
1589526000,0,precipitations
1589529600,0,precipitations
1589533200,0,precipitations
1589536800,0,precipitations
1589540400,0,precipitations
1589544000,0,precipitations
1589547600,0,precipitations
1589551200,0,precipitations
1589554800,0,precipitations
1589558400,0,precipitations
1589562000,0,precipitations
1589565600,0,precipitations
1589569200,0,precipitations
1589572800,0,precipitations
1589576400,0,precipitations
1589580000,0,precipitations
1589583600,0,precipitations
1589587200,0,precipitations
1589590800,0,precipitations
1589594400,0,precipitations
1589598000,0,precipitations
1589601600,0,precipitations
1589605200,0,precipitations
1589608800,0,precipitations
1589612400,0,precipitations
1589616000,0,precipitations
1589619600,0,precipitations
1589623200,0,precipitations
1589626800,0,precipitations
1589630400,0,precipitations
1589634000,0,precipitations
1589637600,0,precipitations
1589641200,0,precipitations
1589644800,0,precipitations
1589648400,0,precipitations
1589652000,0,precipitations
1589655600,0,precipitations
1589659200,0,precipitations
1589662800,0,precipitations
1589666400,0,precipitations
1589670000,0.2,precipitations
1589673600,0,precipitations
1589677200,0,precipitations
1589680800,0,precipitations
1589684400,0,precipitations
1589688000,0,precipitations
1589691600,0,precipitations
1589695200,0,precipitations
1589698800,0,precipitations
1589702400,0,precipitations
1589706000,0,precipitations
1589709600,0,precipitations
1589713200,0,precipitations
1589716800,0,precipitations
1589720400,0,precipitations
1589724000,0,precipitations
1589727600,0,precipitations
1589731200,0,precipitations
1589734800,0,precipitations
1589738400,0,precipitations
1589742000,0,precipitations
1589745600,0,precipitations
1589749200,0,precipitations
1589752800,0,precipitations
1589756400,0,precipitations
1589760000,0,precipitations
1589763600,0,precipitations
1589767200,0,precipitations
1589770800,0,precipitations
1589774400,0,precipitations
1589778000,0,precipitations
1589781600,0,precipitations
1589785200,0,precipitations
1589788800,0,precipitations
1589792400,0,precipitations
1589796000,0,precipitations
1589799600,0,precipitations
1589803200,0,precipitations
1589806800,0,precipitations
1589810400,0,precipitations
1589814000,1.4,precipitations
1589817600,0.2,precipitations
1589821200,0,precipitations
1589824800,0,precipitations
1589828400,0,precipitations
1589832000,0,precipitations
1589835600,0.8,precipitations
1589839200,0.2,precipitations
1589842800,0,precipitations
1589846400,0,precipitations
1589850000,0,precipitations
1589853600,0.2,precipitations
1589857200,0,precipitations
1589860800,0,precipitations
1589864400,0,precipitations
1589868000,0,precipitations
1589871600,0,precipitations
1589875200,0,precipitations
1589878800,0,precipitations
1589882400,0,precipitations
1589886000,0,precipitations
1589889600,0,precipitations
1589893200,0,precipitations
1589896800,0,precipitations
1589900400,0,precipitations
1589904000,0,precipitations
1589907600,0,precipitations
1589911200,0,precipitations
1589914800,0,precipitations
1589918400,0,precipitations
1589922000,0.2,precipitations
1589925600,0,precipitations
1589929200,0,precipitations
1589932800,0,precipitations
1589936400,0.2,precipitations
1589940000,0,precipitations
1589943600,1,precipitations
1589947200,0.4,precipitations
1589950800,0,precipitations
1589954400,0,precipitations
1589958000,0,precipitations
1589961600,0,precipitations
1589965200,0.2,precipitations
1589968800,0.2,precipitations
1589972400,0,precipitations
1589976000,0,precipitations
1589979600,0,precipitations
1589983200,0,precipitations
1589986800,0,precipitations
1589990400,0,precipitations
1589994000,0,precipitations
1589997600,0,precipitations
1590001200,0,precipitations
1590004800,0,precipitations
1590008400,0,precipitations
1590012000,0,precipitations
1590015600,0,precipitations
1590019200,0,precipitations
1590022800,0,precipitations
1590026400,0,precipitations
1590030000,0,precipitations
1590033600,0,precipitations
1590037200,0,precipitations
1590040800,0,precipitations
1590044400,0,precipitations
1590048000,0,precipitations
1590051600,0,precipitations
1590055200,0,precipitations
1590058800,0,precipitations
1590062400,0,precipitations
1590066000,0,precipitations
1590069600,0,precipitations
1590073200,0,precipitations
1590076800,0,precipitations
1590080400,0,precipitations
1590084000,0,precipitations
1590087600,0,precipitations
1590091200,0,precipitations
1590094800,0,precipitations
1590098400,0,precipitations
1590102000,0,precipitations
1590105600,0,precipitations
1590109200,0,precipitations
1590112800,0,precipitations
1590116400,0,precipitations
1590120000,0,precipitations
1590123600,0,precipitations
1590127200,0,precipitations
1590130800,0,precipitations
1590134400,0,precipitations
1590138000,0,precipitations
1590141600,0,precipitations
1590145200,0,precipitations
1590148800,0,precipitations
1590152400,0,precipitations
1590156000,0,precipitations
1590159600,0,precipitations
1590163200,0,precipitations
1590166800,0,precipitations
1590170400,0,precipitations
1590174000,0,precipitations
1590177600,0,precipitations
1590181200,0,precipitations
1590184800,0,precipitations
1590188400,0,precipitations
1590192000,0,precipitations
1590195600,0,precipitations
1590199200,0,precipitations
1590202800,0,precipitations
1590206400,0,precipitations
1590210000,0,precipitations
1590213600,0,precipitations
1590217200,0,precipitations
1590220800,0,precipitations
1590224400,0,precipitations
1590228000,0,precipitations
1590231600,0,precipitations
1590235200,0,precipitations
1590238800,0,precipitations
1590242400,0,precipitations
1590246000,0,precipitations
1590249600,0,precipitations
1590253200,0,precipitations
1590256800,0,precipitations
1590260400,0,precipitations
1590264000,0,precipitations
1590267600,0,precipitations
1590271200,0,precipitations
1590274800,0,precipitations
1590278400,0,precipitations
1590282000,0,precipitations
1590285600,0,precipitations
1590289200,0,precipitations
1590292800,0,precipitations
1590296400,0,precipitations
1590300000,0,precipitations
1590303600,0,precipitations
1590307200,0,precipitations
1590310800,0,precipitations
1590314400,0,precipitations
1590318000,0,precipitations
1590321600,0,precipitations
1590325200,0,precipitations
1590328800,0,precipitations
1590332400,0,precipitations
1590336000,0,precipitations
1590339600,0,precipitations
1590343200,0,precipitations
1590346800,0,precipitations
1590350400,0,precipitations
1590354000,0,precipitations
1590357600,0,precipitations
1590361200,0,precipitations
1590364800,0,precipitations
1590368400,0,precipitations
1590372000,0,precipitations
1590375600,0,precipitations
1590379200,0,precipitations
1590382800,0,precipitations
1590386400,0,precipitations
1590390000,0,precipitations
1590393600,0,precipitations
1590397200,0,precipitations
1590400800,0,precipitations
1590404400,0,precipitations
1590408000,0,precipitations
1590411600,0,precipitations
1590415200,0,precipitations
1590418800,0,precipitations
1590422400,0,precipitations
1590426000,0,precipitations
1590429600,0,precipitations
1590433200,0,precipitations
1590436800,0,precipitations
1590440400,0,precipitations
1590444000,0,precipitations
1590447600,0,precipitations
1590451200,0,precipitations
1590454800,0,precipitations
1590458400,0,precipitations
1590462000,0,precipitations
1590465600,0,precipitations
1590469200,0,precipitations
1590472800,0,precipitations
1590476400,0,precipitations
1590480000,0,precipitations
1590483600,0,precipitations
1590487200,0,precipitations
1590490800,0,precipitations
1590494400,0,precipitations
1590498000,0,precipitations
1590501600,0,precipitations
1590505200,0,precipitations
1590508800,0,precipitations
1590512400,0,precipitations
1590516000,0,precipitations
1590519600,0,precipitations
1590523200,0,precipitations
1590526800,0,precipitations
1590530400,0,precipitations
1590534000,0,precipitations
1590537600,0,precipitations
1590541200,0,precipitations
1590544800,0,precipitations
1590548400,0,precipitations
1590552000,0,precipitations
1590555600,0,precipitations
1590559200,0,precipitations
1590562800,0,precipitations
1590566400,0,precipitations
1590570000,0,precipitations
1590573600,0,precipitations
1590577200,0,precipitations
1590580800,0,precipitations
1590584400,0,precipitations
1590588000,0,precipitations
1590591600,0,precipitations
1590595200,0,precipitations
1590598800,0,precipitations
1590602400,0,precipitations
1590606000,0,precipitations
1590609600,0,precipitations
1590613200,0,precipitations
1590616800,0,precipitations
1590620400,0,precipitations
1590624000,0,precipitations
1590627600,0,precipitations
1590631200,0,precipitations
1590634800,0,precipitations
1590638400,0,precipitations
1590642000,0,precipitations
1590645600,0,precipitations
1590649200,0,precipitations
1590652800,0,precipitations
1590656400,0,precipitations
1590660000,0,precipitations
1590663600,0,precipitations
1590667200,0,precipitations
1590670800,0,precipitations
1590674400,0,precipitations
1590678000,0,precipitations
1590681600,0,precipitations
1590685200,0,precipitations
1590688800,0,precipitations
1590692400,0,precipitations
1590696000,0,precipitations
1590699600,0,precipitations
1590703200,0,precipitations
1590706800,0,precipitations
1590710400,0,precipitations
1590714000,0,precipitations
1590717600,0.8,precipitations
1590721200,4,precipitations
1590724800,3.6,precipitations
1590728400,1.8,precipitations
1590732000,1.6,precipitations
1590735600,0.4,precipitations
1590739200,0,precipitations
1590742800,0.4,precipitations
1590746400,1.6,precipitations
1590750000,0.8,precipitations
1590753600,0,precipitations
1590757200,0.2,precipitations
1590760800,0,precipitations
1590764400,0,precipitations
1590768000,0,precipitations
1590771600,0,precipitations
1590775200,0,precipitations
1590778800,0,precipitations
1590782400,0,precipitations
1590786000,0,precipitations
1590789600,0,precipitations
1590793200,0,precipitations
1590796800,0,precipitations
1590800400,0,precipitations
1590804000,0,precipitations
1590807600,0,precipitations
1590811200,0,precipitations
1590814800,0,precipitations
1590818400,0,precipitations
1590822000,0,precipitations
1590825600,0,precipitations
1590829200,0,precipitations
1590832800,0,precipitations
1590836400,0,precipitations
1590840000,0,precipitations
1590843600,0,precipitations
1590847200,0,precipitations
1590850800,0,precipitations
1590854400,0,precipitations
1590858000,0,precipitations
1590861600,0,precipitations
1590865200,0,precipitations
1590868800,0,precipitations
1590872400,0,precipitations
1590876000,0,precipitations
1590879600,0,precipitations
1590883200,0,precipitations
1590886800,0,precipitations
1590890400,0,precipitations
1590894000,0,precipitations
1590897600,0,precipitations
1590901200,0,precipitations
1590904800,0,precipitations
1590908400,0,precipitations
1590912000,0,precipitations
1590915600,0,precipitations
1590919200,0,precipitations
1590922800,0,precipitations
1590926400,0,precipitations
1590930000,0,precipitations
1590933600,0,precipitations
1590937200,0,precipitations
1590940800,0,precipitations
1590944400,0,precipitations
1590948000,0,precipitations
1590951600,0,precipitations
1590955200,0,precipitations
1590958800,0,precipitations
1590962400,0,precipitations
1590966000,0,precipitations
1590969600,0,precipitations
1590973200,0,precipitations
1590976800,0,precipitations
1590980400,0,precipitations
1590984000,0,precipitations
1590987600,0,precipitations
1590991200,0,precipitations
1590994800,0,precipitations
1590998400,0,precipitations
1591002000,0,precipitations
1591005600,0,precipitations
1591009200,0,precipitations
1591012800,0,precipitations
1591016400,0,precipitations
1591020000,0,precipitations
1591023600,0,precipitations
1591027200,0,precipitations
1591030800,0,precipitations
1591034400,0,precipitations
1591038000,0,precipitations
1591041600,0,precipitations
1591045200,0,precipitations
1591048800,0,precipitations
1591052400,0,precipitations
1591056000,0,precipitations
1591059600,0,precipitations
1591063200,0,precipitations
1591066800,0,precipitations
1591070400,0,precipitations
1591074000,0,precipitations
1591077600,0,precipitations
1591081200,0,precipitations
1591084800,0,precipitations
1591088400,0,precipitations
1591092000,0,precipitations
1591095600,0,precipitations
1591099200,0,precipitations
1591102800,0,precipitations
1591106400,0,precipitations
1591110000,0,precipitations
1591113600,0,precipitations
1591117200,0,precipitations
1591120800,0,precipitations
1591124400,0,precipitations
1591128000,0,precipitations
1591131600,0,precipitations
1591135200,0,precipitations
1591138800,0,precipitations
1591142400,0,precipitations
1591146000,0,precipitations
1591149600,0,precipitations
1591153200,0,precipitations
1591156800,0,precipitations
1591160400,0,precipitations
1591164000,0,precipitations
1591167600,0,precipitations
1591171200,0,precipitations
1591174800,0,precipitations
1591178400,0,precipitations
1591182000,0,precipitations
1591185600,0,precipitations
1591189200,0,precipitations
1591192800,0,precipitations
1591196400,0,precipitations
1591200000,0,precipitations
1591203600,0,precipitations
1591207200,0,precipitations
1591210800,0,precipitations
1591214400,0,precipitations
1591218000,0,precipitations
1591221600,0,precipitations
1591225200,0,precipitations
1591228800,0,precipitations
1591232400,0,precipitations
1591236000,0,precipitations
1591239600,0,precipitations
1591243200,0,precipitations
1591246800,0,precipitations
1591250400,0,precipitations
1591254000,0.2,precipitations
1591257600,0.6,precipitations
1591261200,1.2,precipitations
1591264800,0.4,precipitations
1591268400,0.4,precipitations
1591272000,0.6,precipitations
1591275600,1.2,precipitations
1591279200,0.4,precipitations
1591282800,0.2,precipitations
1591286400,0,precipitations
1591290000,0,precipitations
1591293600,0.2,precipitations
1591297200,0,precipitations
1591300800,0,precipitations
1591304400,0,precipitations
1591308000,1.8,precipitations
1591311600,2.2,precipitations
1591315200,0.8,precipitations
1591318800,0.6,precipitations
1591322400,0,precipitations
1591326000,2.4,precipitations
1591329600,0.8,precipitations
1591333200,0.6,precipitations
1591336800,0,precipitations
1591340400,0.2,precipitations
1591344000,0,precipitations
1591347600,0,precipitations
1591351200,0,precipitations
1591354800,0,precipitations
1591358400,0,precipitations
1591362000,0,precipitations
1591365600,0,precipitations
1591369200,0,precipitations
1591372800,0,precipitations
1591376400,0,precipitations
1591380000,0,precipitations
1591383600,0,precipitations
1591387200,0,precipitations
1591390800,0,precipitations
1591394400,0,precipitations
1591398000,0,precipitations
1591401600,0,precipitations
1591405200,0,precipitations
1591408800,0,precipitations
1591412400,0,precipitations
1591416000,0,precipitations
1591419600,0,precipitations
1591423200,0,precipitations
1591426800,0,precipitations
1591430400,0,precipitations
1591434000,0,precipitations
1591437600,0,precipitations
1591441200,0,precipitations
1591444800,0,precipitations
1591448400,0,precipitations
1591452000,0,precipitations
1591455600,0,precipitations
1591459200,0,precipitations
1591462800,0,precipitations
1591466400,0,precipitations
1591470000,0,precipitations
1591473600,0,precipitations
1591477200,0,precipitations
1591480800,0,precipitations
1591484400,0,precipitations
1591488000,0,precipitations
1591491600,0,precipitations
1591495200,0,precipitations
1591498800,0,precipitations
1591502400,0,precipitations
1591506000,0,precipitations
1591509600,0,precipitations
1591513200,0,precipitations
1591516800,0,precipitations
1591520400,0,precipitations
1591524000,0,precipitations
1591527600,0,precipitations
1591531200,0,precipitations
1591534800,0,precipitations
1591538400,0,precipitations
1591542000,0,precipitations
1591545600,0,precipitations
1591549200,0,precipitations
1591552800,0,precipitations
1591556400,0,precipitations
1591560000,0,precipitations
1591563600,0,precipitations
1591567200,0.2,precipitations
1591570800,0,precipitations
1591574400,0,precipitations
1591578000,0,precipitations
1591581600,0,precipitations
1591585200,0,precipitations
1591588800,0,precipitations
1591592400,0,precipitations
1591596000,0,precipitations
1591599600,0,precipitations
1591603200,0,precipitations
1591606800,0,precipitations
1591610400,0,precipitations
1591614000,9.6,precipitations
1591617600,1,precipitations
1591621200,0,precipitations
1591624800,25,precipitations
1591628400,0,precipitations
1591632000,0,precipitations
1591635600,0,precipitations
1591639200,0,precipitations
1591642800,0,precipitations
1591646400,0,precipitations
1591650000,0,precipitations
1591653600,0,precipitations
1591657200,0,precipitations
1591660800,0,precipitations
1591664400,0,precipitations
1591668000,0,precipitations
1591671600,0,precipitations
1591675200,0,precipitations
1591678800,0,precipitations
1591682400,0,precipitations
1591686000,0,precipitations
1591689600,0,precipitations
1591693200,0,precipitations
1591696800,0,precipitations
1591700400,0,precipitations
1591704000,0,precipitations
1591707600,0,precipitations
1591711200,0.8,precipitations
1591714800,0,precipitations
1591718400,0.2,precipitations
1591722000,0,precipitations
1591725600,0.8,precipitations
1591729200,0,precipitations
1591732800,0.2,precipitations
1591736400,0,precipitations
1591740000,0,precipitations
1591743600,0,precipitations
1591747200,0,precipitations
1591750800,0,precipitations
1591754400,0,precipitations
1591758000,0,precipitations
1591761600,0,precipitations
1591765200,0,precipitations
1591768800,0,precipitations
1591772400,0,precipitations
1591776000,0,precipitations
1591779600,0,precipitations
1591783200,0,precipitations
1591786800,0,precipitations
1591790400,3.8,precipitations
1591794000,0.4,precipitations
1591797600,0,precipitations
1591801200,0,precipitations
1591804800,3.8,precipitations
1591808400,0.4,precipitations
1591812000,0,precipitations
1591815600,0,precipitations
1591819200,0,precipitations
1591822800,0,precipitations
1591826400,0,precipitations
1591830000,0,precipitations
1591833600,0,precipitations
1591837200,0,precipitations
1591840800,0,precipitations
1591844400,0,precipitations
1591848000,0,precipitations
1591851600,0,precipitations
1591855200,0,precipitations
1591858800,0,precipitations
1591862400,0,precipitations
1591866000,0,precipitations
1591869600,0,precipitations
1591873200,0,precipitations
1591876800,0,precipitations
1591880400,0,precipitations
1591884000,0,precipitations
1591887600,1.6,precipitations
1591891200,0.2,precipitations
1591894800,0,precipitations
1591898400,0,precipitations
1591902000,1.6,precipitations
1591905600,0.2,precipitations
1591909200,0,precipitations
1591912800,0,precipitations
1591916400,0,precipitations
1591920000,0,precipitations
1591923600,0,precipitations
1591927200,0,precipitations
1591930800,0,precipitations
1591934400,0,precipitations
1591938000,0,precipitations
1591941600,0,precipitations
1591945200,0,precipitations
1591948800,0,precipitations
1591952400,0,precipitations
1591956000,0,precipitations
1591959600,0,precipitations
1591963200,0,precipitations
1591966800,0,precipitations
1591970400,0,precipitations
1591974000,0,precipitations
1591977600,0,precipitations
1591981200,0,precipitations
1591984800,0,precipitations
1591988400,0,precipitations
1591992000,0,precipitations
1591995600,0,precipitations
